Journal Title,MEDLINE Abbreviation,ISSN (Print),ISSN (Online),Country,Categories,Start Year,NLM ID
Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology.,Clin Exp Allergy,0954-7894,1365-2222,England,Allergy and Immunology,1989,8906443
Clinical and experimental immunology.,Clin Exp Immunol,0009-9104,1365-2249,England,Allergy and Immunology,1966,0057202
Clinical immunology : the official journal of the Clinical Immunology Society.,Clin Immunol,1521-6616,1521-7035,United States,Allergy and Immunology,1999,100883537
Clinical reviews in allergy & immunology.,Clin Rev Allergy Immunol,1080-0549,1559-0267,United States,Allergy and Immunology,1995,9504368
"Comparative immunology, microbiology and infectious diseases.",Comp Immunol Microbiol Infect Dis,0147-9571,1878-1667,England,Allergy and Immunology; Communicable Diseases; Microbiology; Veterinary Medicine,1978,7808924
Critical reviews in immunology.,Crit Rev Immunol,1040-8401,2162-6472,United States,Allergy and Immunology,1980,8914819
Current allergy and asthma reports.,Curr Allergy Asthma Rep,1529-7322,1534-6315,United States,Allergy and Immunology; Pulmonary Medicine,2001,101096440
Current opinion in allergy and clinical immunology.,Curr Opin Allergy Clin Immunol,1528-4050,1473-6322,United States,Allergy and Immunology,2001,100936359
Current opinion in immunology.,Curr Opin Immunol,0952-7915,1879-0372,England,Allergy and Immunology,1988,8900118
Current topics in microbiology and immunology.,Curr Top Microbiol Immunol,0070-217X,2196-9965,Germany,Allergy and Immunology; Microbiology,1967,0110513
Cytokine & growth factor reviews.,Cytokine Growth Factor Rev,1359-6101,1879-0305,England,Allergy and Immunology; Biochemistry,1996,9612306
Cytokine.,Cytokine,1043-4666,1096-0023,England,Allergy and Immunology,1989,9005353
Developmental and comparative immunology.,Dev Comp Immunol,0145-305X,1879-0089,United States,Allergy and Immunology,1977,7708205
"Endocrine, metabolic & immune disorders drug targets.",Endocr Metab Immune Disord Drug Targets,1871-5303,2212-3873,United Arab Emirates,Allergy and Immunology; Drug Therapy; Endocrinology; Metabolism,2006,101269157
"Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceské lékarské spolecnosti J.E. Purkyne.",Epidemiol Mikrobiol Imunol,1210-7913,,Czech Republic,Allergy and Immunology; Epidemiology; Microbiology,1994,9431736
European annals of allergy and clinical immunology.,Eur Ann Allergy Clin Immunol,1764-1489,,Italy,Allergy and Immunology,2003,101466614
European cytokine network.,Eur Cytokine Netw,1148-5493,1952-4005,United States,Allergy and Immunology,1990,9100879
European journal of immunology.,Eur J Immunol,0014-2980,1521-4141,Germany,Allergy and Immunology,1971,1273201
Expert review of clinical immunology.,Expert Rev Clin Immunol,1744-666X,1744-8409,England,Allergy and Immunology,2005,101271248
Expert review of vaccines.,Expert Rev Vaccines,1476-0584,1744-8395,England,Allergy and Immunology,2002,101155475
Fish & shellfish immunology.,Fish Shellfish Immunol,1050-4648,1095-9947,England,Allergy and Immunology; Zoology,1991,9505220
Frontiers in immunology.,Front Immunol,,1664-3224,Switzerland,Allergy and Immunology,2010,101560960
Genes and immunity.,Genes Immun,1466-4879,1476-5470,England,Allergy and Immunology; Molecular Biology,1990,100953417
HLA.,HLA,2059-2302,2059-2310,England,"Allergy and Immunology; Genetics, Medical",2016,101675570
Human antibodies.,Hum Antibodies,1093-2607,1875-869X,United States,Allergy and Immunology,1997,9711270
Human immunology.,Hum Immunol,0198-8859,1879-1166,United States,Allergy and Immunology,1980,8010936
Human vaccines & immunotherapeutics.,Hum Vaccin Immunother,2164-5515,2164-554X,United States,Allergy and Immunology,2012,101572652
"Immunity, inflammation and disease.",Immun Inflamm Dis,,2050-4527,England,Allergy and Immunology; Communicable Diseases,2013,101635460
Immunity.,Immunity,1074-7613,1097-4180,United States,Allergy and Immunology,1994,9432918
ImmunoHorizons.,Immunohorizons,,2573-7732,England,Allergy and Immunology,2017,101708159
Immunobiology.,Immunobiology,0171-2985,1878-3279,Netherlands,Allergy and Immunology,1979,8002742
Immunogenetics.,Immunogenetics,0093-7711,1432-1211,United States,Allergy and Immunology; Genetics,1974,0420404
Immunohematology,Immunohematology,0894-203X,1930-3955,United States,Allergy and Immunology; Hematology,1984,8806387
Immunologic research.,Immunol Res,0257-277X,1559-0755,United States,Allergy and Immunology,1986,8611087
Immunological investigations.,Immunol Invest,0882-0139,1532-4311,England,Allergy and Immunology,1985,8504629
Immunological medicine.,Immunol Med,,2578-5826,England,Allergy and Immunology,2018,101736847
Immunological reviews.,Immunol Rev,0105-2896,1600-065X,England,Allergy and Immunology; Transplantation,1977,7702118
Immunology and allergy clinics of North America.,Immunol Allergy Clin North Am,0889-8561,1557-8607,United States,Allergy and Immunology,1987,8805635
Immunology and cell biology.,Immunol Cell Biol,0818-9641,1440-1711,United States,Allergy and Immunology; Cell Biology,1987,8706300
Immunology letters.,Immunol Lett,0165-2478,1879-0542,Netherlands,Allergy and Immunology,1979,7910006
Immunology.,Immunology,0019-2805,1365-2567,England,Allergy and Immunology,1958,0374672
Immunopharmacology and immunotoxicology.,Immunopharmacol Immunotoxicol,0892-3973,1532-2513,England,Allergy and Immunology; Pharmacology; Toxicology,1987,8800150
Immunotherapy.,Immunotherapy,1750-743X,1750-7448,England,Allergy and Immunology; Therapeutics,2009,101485158
Infection and immunity.,Infect Immun,0019-9567,1098-5522,United States,Allergy and Immunology; Communicable Diseases,1970,0246127
Infection.,Infection,0300-8126,1439-0973,Germany,Allergy and Immunology; Communicable Diseases,1973,0365307
Inflammation research : official journal of the European Histamine Research Society ... [et al.].,Inflamm Res,1023-3830,1420-908X,Switzerland,Allergy and Immunology; Pathology,1995,9508160
Inflammation.,Inflammation,0360-3997,1573-2576,United States,Allergy and Immunology; Pathology,1975,7600105
Innate immunity.,Innate Immun,1753-4259,1753-4267,United States,Allergy and Immunology; Bacteriology,2008,101469670
International archives of allergy and immunology.,Int Arch Allergy Immunol,1018-2438,1423-0097,Switzerland,Allergy and Immunology,1992,9211652
International forum of allergy & rhinology.,Int Forum Allergy Rhinol,2042-6976,2042-6984,United States,Allergy and Immunology; Otolaryngology,2011,101550261
International immunology.,Int Immunol,0953-8178,1460-2377,England,Allergy and Immunology,1989,8916182
International immunopharmacology.,Int Immunopharmacol,1567-5769,1878-1705,Netherlands,Allergy and Immunology; Pharmacology,2001,100965259
International journal of immunogenetics.,Int J Immunogenet,1744-3121,1744-313X,England,Allergy and Immunology; Genetics,2005,101232337
International journal of immunopathology and pharmacology.,Int J Immunopathol Pharmacol,0394-6320,2058-7384,England,Allergy and Immunology; Pathology; Pharmacology,1988,8911335
International reviews of immunology.,Int Rev Immunol,0883-0185,1563-5244,England,Allergy and Immunology,1986,8712260
"Iranian journal of allergy, asthma, and immunology.",Iran J Allergy Asthma Immunol,1735-1502,1735-5249,Iran,Allergy and Immunology,2000,101146178
Iranian journal of immunology : IJI.,Iran J Immunol,1735-1383,1735-367X,Iran,Allergy and Immunology,2004,101282932
Journal of autoimmunity.,J Autoimmun,0896-8411,1095-9157,England,Allergy and Immunology,1988,8812164
Journal of clinical immunology.,J Clin Immunol,0271-9142,1573-2592,Netherlands,Allergy and Immunology,1981,8102137
Journal of immunoassay & immunochemistry.,J Immunoassay Immunochem,1532-1819,1532-4230,England,Allergy and Immunology,2001,100963688
Journal of immunological methods.,J Immunol Methods,0022-1759,1872-7905,Netherlands,Allergy and Immunology; Clinical Laboratory Techniques,1971,1305440
Journal of immunology research.,J Immunol Res,2314-8861,2314-7156,Egypt,Allergy and Immunology,2014,101627166
Journal of immunotherapy.,J Immunother,1524-9557,1537-4513,United States,Allergy and Immunology; Neoplasms; Therapeutics,1997,9706083
Journal of immunotoxicology.,J Immunotoxicol,1547-691X,1547-6901,England,Allergy and Immunology; Toxicology,2004,101201960
Journal of innate immunity.,J Innate Immun,1662-811X,1662-8128,Switzerland,Allergy and Immunology,2008,101469471
Journal of interferon & cytokine research : the official journal of the International Society for Interferon and Cytokine Research.,J Interferon Cytokine Res,1079-9907,1557-7465,United States,Allergy and Immunology,1995,9507088
Journal of investigational allergology & clinical immunology.,J Investig Allergol Clin Immunol,1018-9068,,Spain,Allergy and Immunology,1991,9107858
Journal of leukocyte biology.,J Leukoc Biol,0741-5400,1938-3673,England,Allergy and Immunology,1984,8405628
"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi.",J Microbiol Immunol Infect,1684-1182,1995-9133,England,Allergy and Immunology; Microbiology,1998,100956211
Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology.,J Neuroimmune Pharmacol,1557-1890,1557-1904,United States,Allergy and Immunology; Neurology; Pharmacology,2006,101256586
Journal of neuroimmunology.,J Neuroimmunol,0165-5728,1872-8421,Netherlands,Allergy and Immunology; Neurology,1981,8109498
Journal of reproductive immunology.,J Reprod Immunol,0165-0378,1872-7603,Ireland,Allergy and Immunology; Reproductive Medicine,1979,8001906
Lupus science & medicine.,Lupus Sci Med,,2053-8790,England,Allergy and Immunology; Rheumatology,2014,101633705
Lymphatic research and biology.,Lymphat Res Biol,1539-6851,1557-8585,United States,Allergy and Immunology,2003,101163587
Lymphology.,Lymphology,0024-7766,2522-7963,United States,Allergy and Immunology,1968,0155112
Medical microbiology and immunology.,Med Microbiol Immunol,0300-8584,1432-1831,Germany,Allergy and Immunology; Microbiology,1971,0314524
Microbiology and immunology.,Microbiol Immunol,0385-5600,1348-0421,Australia,Allergy and Immunology; Microbiology,1977,7703966
Molecular immunology.,Mol Immunol,0161-5890,1872-9142,England,Allergy and Immunology; Molecular Biology,1979,7905289
Monoclonal antibodies in immunodiagnosis and immunotherapy.,Monoclon Antib Immunodiagn Immunother,,2167-9436,United States,Allergy and Immunology; Cell Biology; Clinical Laboratory Techniques,2013,101590955
Mucosal immunology.,Mucosal Immunol,1933-0219,1935-3456,United States,Allergy and Immunology,2008,101299742
Nature immunology.,Nat Immunol,1529-2908,1529-2916,United States,Allergy and Immunology,2000,100941354
Nature reviews. Immunology.,Nat Rev Immunol,1474-1733,1474-1741,England,Allergy and Immunology,2001,101124169
Neuroimmunomodulation.,Neuroimmunomodulation,1021-7401,1423-0216,Switzerland,Allergy and Immunology; Neurology,1994,9422763
Ocular immunology and inflammation.,Ocul Immunol Inflamm,0927-3948,1744-5078,England,Allergy and Immunology; Ophthalmology,1993,9312169
Oncoimmunology.,Oncoimmunology,2162-4011,2162-402X,United States,Allergy and Immunology; Neoplasms,2012,101570526
Parasite immunology.,Parasite Immunol,0141-9838,1365-3024,England,Allergy and Immunology; Parasitology,1979,7910948
Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology.,Pediatr Allergy Immunol,0905-6157,1399-3038,England,Allergy and Immunology; Pediatrics,1990,9106718
"Pediatric allergy, immunology, and pulmonology.",Pediatr Allergy Immunol Pulmonol,2151-321X,2151-3228,United States,Allergy and Immunology; Pediatrics; Pulmonary Medicine,2010,101549629
"Photodermatology, photoimmunology & photomedicine.",Photodermatol Photoimmunol Photomed,0905-4383,1600-0781,England,Allergy and Immunology; Dermatology,1990,9013641
Recent advances in inflammation & allergy drug discovery.,Recent Adv Inflamm Allergy Drug Discov,2772-2708,2772-2716,Netherlands,Allergy and Immunology; Pharmacology,2021,101776469
"Revista alergia Mexico : organo oficial de la Sociedad Mexicana de Alergia e Inmunología, A.C.",Rev Alerg Mex,0002-5151,2448-9190,Mexico,Allergy and Immunology,1993,9438824
Scandinavian journal of immunology.,Scand J Immunol,0300-9475,1365-3083,England,Allergy and Immunology,1972,0323767
Science immunology.,Sci Immunol,,2470-9468,United States,Allergy and Immunology,2016,101688624
Seminars in immunology.,Semin Immunol,1044-5323,1096-3618,England,Allergy and Immunology,1989,9009458
Seminars in immunopathology.,Semin Immunopathol,1863-2297,1863-2300,Germany,Allergy and Immunology; Pathology,2007,101308769
The Egyptian journal of immunology,Egypt J Immunol,1110-4902,2090-2506,Egypt,Allergy and Immunology,1990,9816016
The Journal of allergy and clinical immunology.,J Allergy Clin Immunol,0091-6749,1097-6825,United States,Allergy and Immunology,1971,1275002
The Journal of asthma : official journal of the Association for the Care of Asthma.,J Asthma,0277-0903,1532-4303,England,Allergy and Immunology; Pulmonary Medicine,1981,8106454
The Journal of experimental medicine.,J Exp Med,0022-1007,1540-9538,United States,Allergy and Immunology; Medicine,1896,2985109R
The Journal of immunology : official journal of the American Association of Immunologists.,J Immunol,0022-1767,1550-6606,England,Allergy and Immunology,1950,2985117R
The journal of allergy and clinical immunology. In practice.,J Allergy Clin Immunol Pract,2213-2198,2213-2201,United States,Allergy and Immunology,2013,101597220
Transplant immunology.,Transpl Immunol,0966-3274,1878-5492,Netherlands,Allergy and Immunology; Transplantation,1993,9309923
Trends in immunology.,Trends Immunol,1471-4906,1471-4981,England,Allergy and Immunology,2001,100966032
Vaccine.,Vaccine,0264-410X,1873-2518,Netherlands,Allergy and Immunology,1983,8406899
Veterinary immunology and immunopathology.,Vet Immunol Immunopathol,0165-2427,1873-2534,Netherlands,Allergy and Immunology; Veterinary Medicine,1979,8002006
Viral immunology.,Viral Immunol,0882-8245,1557-8976,United States,Allergy and Immunology; Virology,1987,8801552
Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology.,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,1007-8738,,China,Allergy and Immunology,1996,101139110
mAbs.,MAbs,1942-0862,1942-0870,United States,Allergy and Immunology,2009,101479829
