Journal Title,MEDLINE Abbreviation,ISSN (Print),ISSN (Online),Country,Categories,Start Year,NLM ID
Protein and peptide letters.,Protein Pept Lett,0929-8665,1875-5305,Netherlands,Biochemistry,1994,9441434
Journal of peptide science : an official publication of the European Peptide Society.,J Pept Sci,1075-2617,1099-1387,England,Biochemistry,1995,9506309
Biochemia medica.,Biochem Med (Zagreb),1330-0962,1846-7482,Croatia,Biochemistry,1993,9610305
"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine.",Biometals,0966-0844,1572-8773,Netherlands,Biochemistry,1992,9208478
Protein science : a publication of the Protein Society.,Protein Sci,0961-8368,1469-896X,United States,Biochemistry,1992,9211750
Current opinion in lipidology.,Curr Opin Lipidol,0957-9672,1473-6535,England,Biochemistry,1990,9010000
Bioconjugate chemistry.,Bioconjug Chem,1043-1802,1520-4812,United States,Biochemistry,1990,9010319
Glycobiology.,Glycobiology,0959-6658,1460-2423,England,Biochemistry,1990,9104124
Amino acids.,Amino Acids,0939-4451,1438-2199,Austria,Biochemistry,1991,9200312
Methods : a companion to Methods in enzymology.,Methods,1046-2023,1095-9130,United States,Biochemistry,1990,9426302
Journal of liposome research.,J Liposome Res,0898-2104,1532-2394,England,Biochemistry,1988,9001952
Proteins.,Proteins,0887-3585,1097-0134,United States,Biochemistry,1986,8700181
BioFactors.,Biofactors,0951-6433,1872-8081,United States,Biochemistry,1988,8807441
Carbohydrate polymers.,Carbohydr Polym,0144-8617,1879-1344,England,Biochemistry,1981,8307156
Progress in lipid research.,Prog Lipid Res,0163-7827,1873-2194,England,Biochemistry,1978,7900832
Journal of inorganic biochemistry.,J Inorg Biochem,0162-0134,1873-3344,United States,Biochemistry,1979,7905788
Peptides.,Peptides,0196-9781,1873-5169,United States,Biochemistry,1980,8008690
Chemical senses.,Chem Senses,0379-864X,1464-3553,England,Biochemistry,1980,8217190
Trends in biochemical sciences.,Trends Biochem Sci,0968-0004,,England,Biochemistry,1976,7610674
Nucleic acids research.,Nucleic Acids Res,0305-1048,1362-4962,England,Biochemistry,1974,0411011
Biochimie.,Biochimie,0300-9084,1638-6183,France,Biochemistry,1971,1264604
Biochemical Society transactions.,Biochem Soc Trans,0300-5127,1470-8752,England,Biochemistry,1973,7506897
Essays in biochemistry.,Essays Biochem,0071-1365,1744-1358,England,Biochemistry,1965,0043306
Lipids.,Lipids,0024-4201,1558-9307,United States,Biochemistry,1966,0060450
Chemistry and physics of lipids.,Chem Phys Lipids,0009-3084,1873-2941,Ireland,Biochemistry,1966,0067206
Clinical biochemistry.,Clin Biochem,0009-9120,1873-2933,United States,Biochemistry,1967,0133660
FEBS letters.,FEBS Lett,0014-5793,1873-3468,England,Biochemistry,1968,0155157
Annals of clinical biochemistry.,Ann Clin Biochem,0004-5632,1758-1001,England,Biochemistry,1969,0324055
Biopolymers.,Biopolymers,0006-3525,1097-0282,United States,Biochemistry,1963,0372525
Steroids.,Steroids,0039-128X,1878-5867,United States,Biochemistry,1963,0404536
Methods in enzymology.,Methods Enzymol,0076-6879,1557-7988,United States,Biochemistry,1955,0212271
Analytical biochemistry.,Anal Biochem,0003-2697,1096-0309,United States,Biochemistry,1960,0370535
Biochemistry.,Biochemistry,0006-2960,1520-4995,United States,Biochemistry,1962,0370623
Biochemistry. Biokhimii︠a︡.,Biochemistry (Mosc),0006-2979,1608-3040,United States,Biochemistry,1956,0376536
Journal of lipid research.,J Lipid Res,0022-2275,1539-7262,United States,Biochemistry,1959,0376606
Annual review of biochemistry.,Annu Rev Biochem,0066-4154,1545-4509,United States,Biochemistry,1932,2985150R
Journal of biochemistry.,J Biochem,0021-924X,1756-2651,England,Biochemistry,1922,0376600
The Biochemical journal.,Biochem J,0264-6021,1470-8728,England,Biochemistry,1906,2984726R
The Journal of biological chemistry.,J Biol Chem,0021-9258,1083-351X,United States,Biochemistry,1905,2985121R
Advances in protein chemistry and structural biology.,Adv Protein Chem Struct Biol,1876-1623,1876-1631,Netherlands,Biochemistry; Biology,2008,101497281
ACS chemical biology.,ACS Chem Biol,1554-8929,1554-8937,United States,Biochemistry; Biology,2006,101282906
Journal of biosciences.,J Biosci,0250-5991,0973-7138,India,Biochemistry; Biology,1979,8100809
Cell chemical biology.,Cell Chem Biol,2451-9456,2451-9448,United States,Biochemistry; Biology; Chemistry,2016,101676030
Photochemistry and photobiology.,Photochem Photobiol,0031-8655,1751-1097,United States,Biochemistry; Biology; Chemistry,1962,0376425
Perspectives in biology and medicine.,Perspect Biol Med,0031-5982,1529-8795,United States,Biochemistry; Biology; Medicine,1957,0401132
Life sciences.,Life Sci,0024-3205,1879-0631,Netherlands,Biochemistry; Biology; Physiology,1973,0375521
Biochimica et biophysica acta. General subjects.,Biochim Biophys Acta Gen Subj,0304-4165,1872-8006,Netherlands,Biochemistry; Biophysics,2017,101731726
Acta biochimica et biophysica Sinica.,Acta Biochim Biophys Sin (Shanghai),1672-9145,1745-7270,China,Biochemistry; Biophysics,2004,101206716
Doklady. Biochemistry and biophysics.,Dokl Biochem Biophys,1607-6729,1608-3091,United States,Biochemistry; Biophysics,2001,101126895
Luminescence : the journal of biological and chemical luminescence.,Luminescence,1522-7235,1522-7243,England,Biochemistry; Biophysics,1999,100889025
Biophysical chemistry.,Biophys Chem,0301-4622,1873-4200,Netherlands,Biochemistry; Biophysics,1973,0403171
Biochemical and biophysical research communications.,Biochem Biophys Res Commun,0006-291X,1090-2104,United States,Biochemistry; Biophysics,1959,0372516
Archives of biochemistry and biophysics.,Arch Biochem Biophys,0003-9861,1096-0384,United States,Biochemistry; Biophysics,1951,0372430
Biochimica et biophysica acta. Biomembranes.,Biochim Biophys Acta Biomembr,0005-2736,1879-2642,Netherlands,Biochemistry; Biophysics; Cell Biology,2017,101731713
Biochimica et biophysica acta. Molecular and cell biology of lipids.,Biochim Biophys Acta Mol Cell Biol Lipids,1388-1981,1879-2618,Netherlands,Biochemistry; Biophysics; Cell Biology,2017,101731727
Biochimica et biophysica acta. Molecular cell research.,Biochim Biophys Acta Mol Cell Res,0167-4889,1879-2596,Netherlands,Biochemistry; Biophysics; Cell Biology,2017,101731731
Cell biochemistry and biophysics.,Cell Biochem Biophys,1085-9195,1559-0283,United States,Biochemistry; Biophysics; Cell Biology,1996,9701934
Biochimica et biophysica acta. Molecular basis of disease.,Biochim Biophys Acta Mol Basis Dis,0925-4439,1879-260X,Netherlands,"Biochemistry; Biophysics; Genetics, Medical",2017,101731730
Biochimica et biophysica acta. Gene regulatory mechanisms.,Biochim Biophys Acta Gene Regul Mech,1874-9399,1876-4320,Netherlands,Biochemistry; Biophysics; Genetics; Molecular Biology,2017,101731723
Biochimica et biophysica acta. Bioenergetics.,Biochim Biophys Acta Bioenerg,0005-2728,1879-2650,Netherlands,Biochemistry; Biophysics; Metabolism,2017,101731706
Biochimica et biophysica acta. Proteins and proteomics.,Biochim Biophys Acta Proteins Proteom,1570-9639,1878-1454,Netherlands,Biochemistry; Biophysics; Molecular Biology,2017,101731734
Biochimica et biophysica acta. Reviews on cancer.,Biochim Biophys Acta Rev Cancer,0304-419X,1879-2561,Netherlands,Biochemistry; Biophysics; Neoplasms,2017,9806362
"Protein engineering, design & selection : PEDS.",Protein Eng Des Sel,1741-0126,1741-0134,England,Biochemistry; Biotechnology,2004,101186484
Preparative biochemistry & biotechnology.,Prep Biochem Biotechnol,1082-6068,1532-2297,England,Biochemistry; Biotechnology,1996,9607037
"Bioscience, biotechnology, and biochemistry.",Biosci Biotechnol Biochem,0916-8451,1347-6947,England,Biochemistry; Biotechnology,1992,9205717
Biotechnology and applied biochemistry.,Biotechnol Appl Biochem,0885-4513,1470-8744,United States,Biochemistry; Biotechnology,1986,8609465
Applied biochemistry and biotechnology.,Appl Biochem Biotechnol,0273-2289,1559-0291,United States,Biochemistry; Biotechnology,1981,8208561
Advances in biochemical engineering/biotechnology.,Adv Biochem Eng Biotechnol,0724-6145,1616-8542,Germany,Biochemistry; Biotechnology,1983,8307733
Enzyme and microbial technology.,Enzyme Microb Technol,0141-0229,1879-0909,United States,Biochemistry; Biotechnology; Microbiology,1979,8003761
Structure.,Structure,0969-2126,1878-4186,United States,Biochemistry; Biotechnology; Molecular Biology,1993,101087697
Journal of materials chemistry. B.,J Mater Chem B,2050-750X,2050-7518,England,Biochemistry; Biotechnology; Nanotechnology,2013,101598493
Plant physiology and biochemistry : PPB,Plant Physiol Biochem,0981-9428,1873-2690,France,Biochemistry; Botany,1987,9882449
Protein & cell.,Protein Cell,1674-800X,1674-8018,Germany,Biochemistry; Cell Biology,2010,101532368
Cell communication and signaling : CCS.,Cell Commun Signal,,1478-811X,England,Biochemistry; Cell Biology,2003,101170464
The international journal of biochemistry & cell biology.,Int J Biochem Cell Biol,1357-2725,1878-5875,Netherlands,Biochemistry; Cell Biology,1995,9508482
Current topics in membranes.,Curr Top Membr,1063-5823,,United States,Biochemistry; Cell Biology,1991,9212591
Biochemistry and cell biology = Biochimie et biologie cellulaire.,Biochem Cell Biol,0829-8211,1208-6002,Canada,Biochemistry; Cell Biology,1986,8606068
Journal of cellular biochemistry.,J Cell Biochem,0730-2312,1097-4644,United States,Biochemistry; Cell Biology,1982,8205768
Cell biochemistry and function.,Cell Biochem Funct,0263-6484,1099-0844,England,Biochemistry; Cell Biology,1983,8305874
Sub-cellular biochemistry.,Subcell Biochem,0306-0225,,United States,Biochemistry; Cell Biology,1971,0316571
Life science alliance.,Life Sci Alliance,,2575-1077,United States,Biochemistry; Cell Biology; Molecular Biology,2017,101728869
Molecular & cellular proteomics : MCP.,Mol Cell Proteomics,1535-9476,1535-9484,United States,Biochemistry; Cell Biology; Molecular Biology,2002,101125647
Molecular and cellular biochemistry.,Mol Cell Biochem,0300-8177,1573-4919,Netherlands,Biochemistry; Cell Biology; Molecular Biology,1973,0364456
"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology.",Cell Physiol Biochem,1015-8987,1421-9778,Germany,Biochemistry; Cell Biology; Pharmacology,1991,9113221
Journal of receptor and signal transduction research.,J Recept Signal Transduct Res,1079-9893,1532-4281,England,Biochemistry; Cell Biology; Physiology,1995,9509432
Soft matter.,Soft Matter,1744-683X,1744-6848,England,Biochemistry; Chemistry,2005,101295070
Metal ions in life sciences.,Met Ions Life Sci,1559-0836,2041-9821,United States,Biochemistry; Chemistry,2006,101513478
Chemistry & biodiversity.,Chem Biodivers,1612-1872,1612-1880,Switzerland,Biochemistry; Chemistry,2004,101197449
Journal of chemical theory and computation.,J Chem Theory Comput,1549-9618,1549-9626,United States,Biochemistry; Chemistry,2005,101232704
Journal of enzyme inhibition and medicinal chemistry.,J Enzyme Inhib Med Chem,1475-6366,1475-6374,England,Biochemistry; Chemistry,2002,101150203
Organic & biomolecular chemistry.,Org Biomol Chem,1477-0520,1477-0539,England,Biochemistry; Chemistry,2003,101154995
Nitric oxide : biology and chemistry,Nitric Oxide,1089-8603,1089-8611,United States,Biochemistry; Chemistry,1997,9709307
Bioorganic & medicinal chemistry.,Bioorg Med Chem,0968-0896,1464-3391,England,Biochemistry; Chemistry,1993,9413298
Bioorganic & medicinal chemistry letters.,Bioorg Med Chem Lett,0960-894X,1464-3405,England,Biochemistry; Chemistry,1991,9107377
Bioorganic chemistry.,Bioorg Chem,0045-2068,1090-2120,United States,Biochemistry; Chemistry,1971,1303703
Methods and applications in fluorescence.,Methods Appl Fluoresc,,2050-6120,England,"Biochemistry; Chemistry Techniques, Analytical",2013,101608648
Advances in carbohydrate chemistry and biochemistry.,Adv Carbohydr Chem Biochem,0065-2318,2162-5530,Netherlands,Biochemistry; Chemistry; Metabolism,1969,0240537
International journal of molecular sciences.,Int J Mol Sci,,1422-0067,Switzerland,Biochemistry; Chemistry; Molecular Biology,2000,101092791
Food & function.,Food Funct,2042-6496,2042-650X,England,Biochemistry; Chemistry; Nutritional Sciences; Physiology,2010,101549033
"Genomics, proteomics & bioinformatics.",Genomics Proteomics Bioinformatics,1672-0229,2210-3244,England,Biochemistry; Computational Biology; Genetics,2003,101197608
Nucleic acid therapeutics.,Nucleic Acid Ther,2159-3337,2159-3345,United States,Biochemistry; Drug Therapy; Molecular Biology,2011,101562758
Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology.,Biochem Mol Biol Educ,1470-8175,1539-3429,United States,Biochemistry; Education; Molecular Biology,2000,100970605
Biodegradation.,Biodegradation,0923-9820,1572-9729,Netherlands,Biochemistry; Environmental Health,1990,9100834
"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology.",Cancer Epidemiol Biomarkers Prev,1055-9965,1538-7755,United States,Biochemistry; Epidemiology; Neoplasms,1991,9200608
NAR genomics and bioinformatics.,NAR Genom Bioinform,,2631-9268,England,Biochemistry; Genetics,2019,101756213
Epigenetics & chromatin.,Epigenetics Chromatin,,1756-8935,England,Biochemistry; Genetics,2008,101471619
"Comparative biochemistry and physiology. Part D, Genomics & proteomics.",Comp Biochem Physiol Part D Genomics Proteomics,1744-117X,1878-0407,Netherlands,Biochemistry; Genetics,2006,101270611
Cancer genomics & proteomics.,Cancer Genomics Proteomics,1109-6535,1790-6245,Greece,"Biochemistry; Genetics, Medical; Neoplasms",2004,101188791
Biomarkers in medicine.,Biomark Med,1752-0363,1752-0371,England,Biochemistry; Medicine,2007,101312535
Free radical biology & medicine.,Free Radic Biol Med,0891-5849,1873-4596,United States,Biochemistry; Medicine,1987,8709159
Journal of clinical lipidology.,J Clin Lipidol,1933-2874,,United States,Biochemistry; Metabolism,2007,101300157
Lipids in health and disease.,Lipids Health Dis,,1476-511X,England,Biochemistry; Metabolism,2002,101147696
Redox report : communications in free radical research.,Redox Rep,1351-0002,1743-2928,England,Biochemistry; Metabolism,1994,9511366
Glycoconjugate journal.,Glycoconj J,0282-0080,1573-4986,United States,Biochemistry; Metabolism,1984,8603310
Journal of bioenergetics and biomembranes.,J Bioenerg Biomembr,0145-479X,1573-6881,United States,Biochemistry; Metabolism,1976,7701859
Carbohydrate research.,Carbohydr Res,0008-6215,1873-426X,Netherlands,Biochemistry; Metabolism,1965,0043535
Molecular genetics and metabolism.,Mol Genet Metab,1096-7192,1096-7206,United States,Biochemistry; Metabolism; Molecular Biology,1998,9805456
"Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology.",J Comp Physiol B,0174-1578,1432-136X,Germany,Biochemistry; Metabolism; Physiology,1984,8413200
Molecular omics.,Mol Omics,,2515-4184,England,Biochemistry; Molecular Biology,2018,101713384
"Mitochondrial DNA. Part A, DNA mapping, sequencing, and analysis.",Mitochondrial DNA A DNA Mapp Seq Anal,2470-1394,2470-1408,England,Biochemistry; Molecular Biology,2016,101679980
Advances in biological regulation.,Adv Biol Regul,2212-4926,2212-4934,England,Biochemistry; Molecular Biology,2012,101572336
FEBS open bio.,FEBS Open Bio,,2211-5463,England,Biochemistry; Molecular Biology,2011,101580716
Biomolecules.,Biomolecules,,2218-273X,Switzerland,Biochemistry; Molecular Biology,2011,101596414
MicroRNA.,Microrna,2211-5366,2211-5374,United Arab Emirates,Biochemistry; Molecular Biology,2012,101631045
Biomolecular concepts.,Biomol Concepts,1868-5021,1868-503X,Germany,Biochemistry; Molecular Biology,2010,101518829
Annual review of chemical and biomolecular engineering.,Annu Rev Chem Biomol Eng,1947-5438,1947-5446,United States,Biochemistry; Molecular Biology,2010,101574034
BMB reports.,BMB Rep,1976-6696,1976-670X,Korea (South),Biochemistry; Molecular Biology,2008,101465334
DNA repair.,DNA Repair (Amst),1568-7864,1568-7856,Netherlands,Biochemistry; Molecular Biology,2002,101139138
IUBMB life.,IUBMB Life,1521-6543,1521-6551,England,Biochemistry; Molecular Biology,1999,100888706
Biomacromolecules.,Biomacromolecules,1525-7797,1526-4602,United States,Biochemistry; Molecular Biology,2000,100892849
Experimental & molecular medicine.,Exp Mol Med,1226-3613,2092-6413,United States,Biochemistry; Molecular Biology,1996,9607880
Matrix biology : journal of the International Society for Matrix Biology.,Matrix Biol,0945-053X,1569-1802,Netherlands,Biochemistry; Molecular Biology,1994,9432592
"Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology.",Comp Biochem Physiol B Biochem Mol Biol,1096-4959,1879-1107,England,Biochemistry; Molecular Biology,1994,9516061
Macromolecular rapid communications.,Macromol Rapid Commun,1022-1336,1521-3927,Germany,Biochemistry; Molecular Biology,1994,9888239
The Journal of steroid biochemistry and molecular biology.,J Steroid Biochem Mol Biol,0960-0760,1879-1220,England,Biochemistry; Molecular Biology,1990,9015483
Current opinion in structural biology.,Curr Opin Struct Biol,0959-440X,1879-033X,England,Biochemistry; Molecular Biology,1991,9107784
Critical reviews in biochemistry and molecular biology.,Crit Rev Biochem Mol Biol,1040-9238,1549-7798,England,Biochemistry; Molecular Biology,1989,8903774
"Zeitschrift für Naturforschung. C, A journal of biosciences.",Z Naturforsch C J Biosci,0939-5075,1865-7125,Germany,Biochemistry; Molecular Biology,1986,8912155
Journal of biomolecular structure & dynamics.,J Biomol Struct Dyn,0739-1102,1538-0254,England,Biochemistry; Molecular Biology,1983,8404176
International journal of biological macromolecules.,Int J Biol Macromol,0141-8130,1879-0003,Netherlands,Biochemistry; Molecular Biology,1979,7909578
The Enzymes.,Enzymes,0423-2607,1874-6047,United States,Biochemistry; Molecular Biology,1970,101637215
Progress in molecular and subcellular biology.,Prog Mol Subcell Biol,0079-6484,,United States,Biochemistry; Molecular Biology,1969,0233223
Molecular and biochemical parasitology.,Mol Biochem Parasitol,0166-6851,1872-9428,Netherlands,Biochemistry; Molecular Biology; Parasitology,1980,8006324
Journal of biochemical and molecular toxicology.,J Biochem Mol Toxicol,1095-6670,1099-0461,United States,Biochemistry; Molecular Biology; Toxicology,1998,9717231
Insect biochemistry and molecular biology.,Insect Biochem Mol Biol,0965-1748,1879-0240,England,Biochemistry; Molecular Biology; Zoology,1992,9207282
NAR cancer.,NAR Cancer,,2632-8674,England,Biochemistry; Neoplasms,2019,101769553
Cancer biomarkers : section A of Disease markers.,Cancer Biomark,1574-0153,1875-8592,United States,Biochemistry; Neoplasms,2005,101256509
The International journal of biological markers.,Int J Biol Markers,0393-6155,1724-6008,United States,Biochemistry; Neoplasms,1986,8712411
Purinergic signalling.,Purinergic Signal,1573-9538,1573-9546,Netherlands,Biochemistry; Neurology,2004,101250499
Neuropeptides.,Neuropeptides,0143-4179,1532-2785,Netherlands,Biochemistry; Neurology,1980,8103156
The Journal of nutritional biochemistry.,J Nutr Biochem,0955-2863,1873-4847,United States,Biochemistry; Nutritional Sciences,1990,9010081
Mediators of inflammation.,Mediators Inflamm,0962-9351,1466-1861,United States,Biochemistry; Pathology,1992,9209001
Chemical biology & drug design.,Chem Biol Drug Des,1747-0277,1747-0285,England,Biochemistry; Pharmacology,2006,101262549
Biological & pharmaceutical bulletin.,Biol Pharm Bull,0918-6158,1347-5215,Japan,Biochemistry; Pharmacology,1993,9311984
Journal of pharmaceutical and biomedical analysis.,J Pharm Biomed Anal,0731-7085,1873-264X,England,Biochemistry; Pharmacology,1983,8309336
Chemico-biological interactions.,Chem Biol Interact,0009-2797,1872-7786,Ireland,Biochemistry; Pharmacology,1969,0227276
Biochemical pharmacology.,Biochem Pharmacol,0006-2952,1873-2968,England,Biochemistry; Pharmacology,1958,0101032
"Reviews of physiology, biochemistry and pharmacology.",Rev Physiol Biochem Pharmacol,0303-4240,,Germany,Biochemistry; Pharmacology; Physiology,1974,0434624
Function.,Function (Oxf),,2633-8823,England,Biochemistry; Physiology,2020,101770668
Journal of physiology and biochemistry.,J Physiol Biochem,1138-7548,1877-8755,Spain,Biochemistry; Physiology,1998,9812509
Archives of physiology and biochemistry.,Arch Physiol Biochem,1381-3455,1744-4160,England,Biochemistry; Physiology,1995,9510153
Ecological and evolutionary physiology.,Ecol Evol Physiol,2993-7965,2993-7973,United States,Biochemistry; Physiology; Zoology,2024,9918734283806676
Archives of insect biochemistry and physiology.,Arch Insect Biochem Physiol,0739-4462,1520-6327,United States,Biochemistry; Physiology; Zoology,1983,8501752
Fish physiology and biochemistry.,Fish Physiol Biochem,0920-1742,1573-5168,Netherlands,Biochemistry; Zoology,1986,100955049
